date,pm2.5,aluminum,ammonium_ion,arsenic,barium,bromine,calcium,chlorine,chromium,copper,elemental_carbon,iron,lead,manganese,nickel,organic_carbon,om,potassium_ion,selenium,silicon,sodium_ion,sulfate,titanium,total_nitrate,vanadium,zinc
2000-12-14,2.6741486494265287,0.004181246393222892,0.9876807279608281,0.0009795201135002552,0.006776984279023751,0.0036632819817342664,0.035125801975374134,0.002631534473939215,0.0005198648468510618,0.0028110453074013924,0.49774038421733524,0.07834896641097641,0.004310695587084546,0.0019780423836276923,0.0012791814983802647,1.6524974018945473,1.9326801602844321,0.05562390374799708,0.0013690624062379423,0.05093072866854296,0.08443305597482932,1.5602476682433286,0.0036433549147985894,0.8197798314933114,0.0023272897590911356,0.01326167398318521
2000-12-20,2.884800712846709,0.012422519998557154,1.1662709371419244,0.0018981972830802527,0.04353830201448342,0.00450981547782827,0.04372976286132523,0.03912455468405003,0.00129915573162005,0.005276057100343765,0.41078426958576436,0.06989912737966718,0.004440128026021296,0.0017484705341168846,0.0009495490355881948,1.8976198599275322,2.1903118505112595,0.04516455195437364,0.004320652523335343,0.0883771106174129,0.126632650933366,1.6448050562713916,0.0026464949409055363,1.4724720573609429,0.0018981972830802527,0.023423514943588058
2000-12-26,2.4069451083182885,0.012422519998557154,0.7701082216960736,0.0018981972830802527,0.04353830201448342,0.003424130966693796,0.022054990780831327,0.021663639636026324,0.00129915573162005,0.00129915573162005,0.22554067591393126,0.03101405352916946,0.004440128026021296,0.0017484705341168846,0.0009495490355881948,1.7029282555214393,1.985954698586372,0.029364608629903935,0.0016985566355814774,0.036524774682372266,0.05911760448308881,1.1249295969854831,0.0026464949409055363,1.1878434223960523,0.0018981972830802527,0.017446913603720648
2001-01-01,2.028148247292285,0.012422519998557154,0.8712933659434192,0.0018981972830802527,0.04353830201448342,0.0015987213636970278,0.010247316451549523,0.007472014838700995,0.00129915573162005,0.003304534008300547,0.34924742810993575,0.020390689647734026,0.004440128026021296,0.0017484705341168846,0.0009495490355881948,1.4770487243883548,1.7460645099659255,0.06372569088054483,0.0016985566355814774,0.020292703267762432,0.046979001193994605,1.3001916620664788,0.0026464949409055363,1.1249295969854831,0.0018981972830802527,0.004639222148425
2001-01-07,3.586292865338835,0.004181246393222892,0.9876807279608281,0.0009795201135002552,0.006776984279023751,0.0036632819817342664,0.035125801975374134,0.002631534473939215,0.0005198648468510618,0.0028110453074013924,0.49774038421733524,0.07834896641097641,0.004310695587084546,0.0019780423836276923,0.0012791814983802647,1.6524974018945473,1.9326801602844321,0.05562390374799708,0.0013690624062379423,0.05093072866854296,0.08443305597482932,1.5602476682433286,0.0036433549147985894,0.8197798314933114,0.0023272897590911356,0.01326167398318521
2001-01-13,3.8372994592322094,0.012422519998557154,1.8325814637483102,0.0018981972830802527,0.04353830201448342,0.012126179797840565,0.06588136911351271,0.3527673191077153,0.00129915573162005,0.017545179215748816,1.0784095813505903,0.2639015437863775,0.020782539182528505,0.008116968101947512,0.004141412500550048,2.714694743820879,3.032064202801381,0.27383666562972786,0.0016985566355814774,0.07194849931258404,0.13278111123381847,1.7967470107390942,0.00894983051958455,2.6100697927420065,0.004181246393222892,0.07017883462124651
2001-01-19,2.6741486494265287,0.012422519998557154,1.1085626195212777,0.0018981972830802527,0.04353830201448342,0.008017771593583264,0.017839918128331,0.11154137473290741,0.00129915573162005,0.004708895727734254,0.586118607801422,0.05164323315183845,0.004440128026021296,0.0017484705341168846,0.005952250159331761,1.9960599327407849,2.29293871594224,0.05116828657439943,0.0016985566355814774,0.03207989346341168,0.10795714150509228,1.5851452198650557,0.00549487548196086,1.1216775615991057,0.008335165789917734,0.01479008547263543
2001-01-25,4.169761201506855,0.012422519998557154,1.1631508098056809,0.0018981972830802527,0.04353830201448342,0.004499860424892195,0.04449523988655121,0.007472014838700995,0.00129915573162005,0.0028559179811970484,0.4246139269469253,0.03700672562909567,0.004440128026021296,0.0017484705341168846,0.0009495490355881948,1.5390154481375546,1.8122154777954373,0.023911820046312877,0.0016985566355814774,0.025277807184268544,0.2199384203652614,1.5748464676644813,0.0026464949409055363,1.4838746894587547,0.0018981972830802527,0.011137744410455924
2001-01-31,2.803360380906535,0.012422519998557154,0.8671004876833833,0.0018981972830802527,0.04353830201448342,0.0103462920541443,0.03333805961051037,0.007472014838700995,0.00129915573162005,0.010742096531902109,0.9042181506398859,0.11243542932978817,0.004440128026021296,0.0017484705341168846,0.0009495490355881948,2.191653532286764,2.495681722955959,0.0800119379693847,0.0016985566355814774,0.03469123978993036,0.04104596943600097,1.430311246536665,0.0026464949409055363,0.9593502213346021,0.0018981972830802527,0.02703133905103043
2001-02-03,2.970414465569701,0.012422519998557154,1.1346227261911428,0.0018981972830802527,0.04353830201448342,0.0036632819817342664,0.03681397312271631,0.007472014838700995,0.00129915573162005,0.002736253042881136,0.511025603768657,0.07371503782228067,0.004440128026021296,0.0017484705341168846,0.0009495490355881948,2.020222182019865,2.3180646638424323,0.09984533496971613,0.0016985566355814774,0.04516455195437364,0.128393214768399,1.4445632692438664,0.0026464949409055363,1.6639260977181702,0.0018981972830802527,0.015479570848386318
