date,cadmium,copper,iron,manganese,nickel,lead,selenium,zinc,sulfate,total_nitrate,organic_carbon,elemental_carbon,pm2.5
2001-06-22T00:00:00.000000,0.002536779651969981,0.00567387309580394,0.044782142771893185,0.003404199133562443,0.0,0.007342974255258499,0.0012392318349508655,0.11778303565638346,1.0152306797290587,0.8372475245337022,1.4469189829363254,0.45995329339223406,3.104586678466073
2001-06-22T01:00:00.000000,0.0024769298748925353,0.009009294157587444,0.16805358499624973,0.0103462920541443,0.0026963615477426086,0.011632084229707653,0.0007896881142490196,0.13365638481267358,1.085189268335969,0.8372475245337022,1.4469189829363254,0.45995329339223406,3.3877743613300146
2001-06-22T02:00:00.000000,0.0016386566685085491,0.008087210182619037,0.0678455468950672,0.006955752566005817,0.0017085396146023298,0.01587334915629015,0.0007397263349997445,0.08984070399978947,1.205970806988609,0.8372475245337022,1.4469189829363254,0.45995329339223406,3.104586678466073
2001-06-22T03:00:00.000000,0.002377172285751219,0.009326373856243872,0.28216689176367077,0.02605753431928962,0.0010594385966899815,0.04736057135983759,0.000989510273193041,0.1414995622736995,1.355835153635182,0.8372475245337022,1.4469189829363254,0.45995329339223406,3.1945831322991562
2001-06-22T04:00:00.000000,0.001069427958020248,0.008741679936754775,0.06222334318013186,0.017938145131012995,0.0010894063813237454,0.04056596174666165,0.0017883998592167721,0.08874320983438856,1.355835153635182,0.8372475245337022,1.4469189829363254,0.45995329339223406,3.122364924487357
2001-06-22T05:00:00.000000,0.0004199118246882234,0.002596625847265978,0.02293497128249588,0.0032546977204956375,0.00033994221309799344,0.014987129808248345,0.0007896881142490196,0.035367143837291316,1.355835153635182,0.8372475245337022,1.4469189829363254,0.45995329339223406,2.5877640352277083
2001-06-22T06:00:00.000000,0.0003799278182854554,0.0026464949409055363,0.026934001240080944,0.0018283275900293158,0.000279960807315797,0.009385815108490419,0.0005898260184293876,0.018527304613883622,1.355835153635182,0.8372475245337022,1.4469189829363254,0.45995329339223406,2.501435951739211
2001-06-22T07:00:00.000000,0.0002299735540549672,0.0017484705341168846,0.01911611719223005,0.0012592068661625162,0.0006198078794057442,0.006339860546179703,0.00005999820007199676,0.010939940038334364,1.536867219599265,0.8372475245337022,1.4469189829363254,0.45995329339223406,2.4159137783010487
2001-06-22T08:00:00.000000,0.0004099159729666046,0.0018083639239010049,0.023032699110572687,0.001069427958020248,0.0003099519599280251,0.00551476568802405,0.0002299735540549672,0.014987129808248345,1.415853163361435,0.8372475245337022,1.4469189829363254,0.45995329339223406,2.5877640352277083
2001-06-22T11:00:00.000000,0.00017998380194373761,0.002496880198587199,0.019214218923804288,0.0009695298540031818,0.0002099779530865139,0.0052163710489562505,0.0004199118246882234,0.013705647056111932,1.667706820558076,0.8372475245337022,1.4469189829363254,0.45995329339223406,2.624668592163159
2001-06-22T12:00:00.000000,0.0004199118246882234,0.0014289785236914572,0.02185933435289352,0.0011193732679163056,0.00023997120460717073,0.007362827736567099,0.00034993876428791615,0.009157937784765629,1.8389610707123492,0.8372475245337022,1.4469189829363254,0.45995329339223406,2.8390784635086144
2001-06-22T13:00:00.000000,0.0003199488109200459,0.0013890348442741173,0.021174235231406484,0.0010294699139611879,0.0002899579581278989,0.00827566205108192,0.000019999800002666627,0.014001519635813609,1.916922612182061,0.8372475245337022,1.4469189829363254,0.45995329339223406,2.791165107812717
2001-06-22T14:00:00.000000,0.00011999280057594817,0.0005348569385229859,0.023228126119207167,0.0009795201135002552,0.0,0.004669082848262488,0.0003599352155478022,0.012620031356102263,1.8870696490323797,0.8372475245337022,1.4469189829363254,0.45995329339223406,2.72785282839839
2001-06-22T15:00:00.000000,0.0002599662058575244,0.0012492194004319248,0.02634977532278202,0.00129915573162005,0.00032994556197603596,0.00306529717266155,0.0002299735540549672,0.01646372603066508,1.8180767775454285,0.8372475245337022,1.4469189829363254,0.45995329339223406,2.7343675094195836
2001-06-22T16:00:00.000000,0.00032994556197603596,0.0013091426986281875,0.010544213875671154,0.0011193732679163056,0.0008796130270075149,0.0022774047440404584,0.000049998750041665106,0.016955440649413473,1.6054298910365616,0.8372475245337022,1.2892326482767593,0.22314355131420976,2.72785282839839
2001-06-22T17:00:00.000000,0.00045989423243414384,0.0011593277198464265,0.022543964434894502,0.001888216197237841,0.0005398542524667516,0.0023871484924982106,0.00034993876428791615,0.009554212804811658,1.4951487660319727,0.8372475245337022,1.8500283773520307,0.5766133643039938,2.9231615807191558
2001-06-22T18:00:00.000000,0.000499875041651048,0.001768435395960704,0.02097840638519171,0.002077839794965672,0.0005198648468510618,0.0022774047440404584,0.000499875041651048,0.015381102038302324,1.5789787049493917,0.8372475245337022,1.9629077254238845,0.22314355131420976,3.0819099697950434
2001-06-22T19:00:00.000000,0.0003899239697672182,0.002447003643051784,0.03546366427556904,0.0018682537266818222,0.0002299735540549672,0.006200735641603669,0.0010494491355713784,0.014395880283732383,1.7715567619105355,0.8372475245337022,2.115049969147204,0.6523251860396903,3.2068032436339315
2001-06-22T20:00:00.000000,0.00045989423243414384,0.008097129587454828,0.030917102634721517,0.002686388425307488,0.00023997120460717073,0.0026963615477426086,0.0007297336796013792,0.030917102634721517,1.8562979903656263,0.8372475245337022,2.004179057179289,0.5538851132264376,3.1654750481410856
2001-06-22T21:00:00.000000,0.00032994556197603596,0.002207561542000583,0.02810143011087481,0.0017484705341168846,0.0004498987803647521,0.001818345806783656,0.000719740924348854,0.015282623531156904,1.7749523509116738,0.8372475245337022,1.9329696377795786,0.6312717768418579,3.131136910560194
