date,124-trimethylbenzene,224-trimethylpentane,234-trimethylpentane,23-dimethylbutane,23-dimethylpentane,2-methylheptane,3-methylhexane,3-methylpentane,acetylene,benzene,cis-2-butene,cis-2-pentene,ethane,ethylbenzene,ethylene,isobutane,isopentane,isoprene,isopropylbenzene,m_p_xylene,m-diethylbenzene,m-ethyltoluene,n-butane,n-decane,n-heptane,n-hexane,n-nonane,n-octane,n-pentane,n-propylbenzene,n-undecane,o-ethyltoluene,o-xylene,propane,propylene,styrene,toluene,trans-2-butene,trans-2-pentene,unidentified,tnmoc
2005-06-18T03:00:00.000000,0.1245,0.4575,0.1725,0.1215,0.0555,0.024,0.0945,0.573,0.1425,0.2835,0.008333,0.063,1.339501,0.096,0.5145,0.4905,1.663501,0.1035,0.008333,0.27,0.008333,0.078,1.032001,0.0465,0.129,1.492501,0.054,0.048,0.7065,0.008333,0.036,0.0255,0.1095,1.297501,0.2835,0.123,0.615,0.008333,0.105,16.715733,474.38608
2005-06-18T06:00:00.000000,0.0825,0.1695,0.0615,0.0675,0.008333,0.008333,0.078,0.2955,0.1785,0.1875,0.008333,0.0375,1.011001,0.0735,0.342,0.309,0.606,0.3015,0.008333,0.2085,0.008333,0.0885,0.513,0.008333,0.0585,0.273,0.008333,0.0315,0.4725,0.008333,0.008333,0.008333,0.0735,1.012501,0.267,0.1095,0.4215,0.008333,0.0315,14.325025,311.14032
2005-06-19T03:00:00.000000,0.008333,0.2715,0.093,0.09,0.0525,0.036,0.0915,0.183,0.213,0.2445,0.008333,0.008333,1.188001,0.0915,0.3345,0.324,1.135501,0.3945,0.008333,0.2655,0.008333,0.0615,0.7785,0.072,0.114,0.222,0.0315,0.0705,0.54,0.008333,0.008333,0.0345,0.1815,1.081501,0.159,0.008333,0.5625,0.008333,0.051,35.341531,522.0724
2005-06-20T03:00:00.000000,0.008333,0.219,0.075,0.177,0.0405,0.048,0.093,0.189,0.228,0.201,0.008333,0.008333,1.150501,0.0825,0.324,0.33,0.888001,0.585,0.008333,0.264,0.008333,0.048,0.6795,0.008333,0.105,0.2865,0.008333,0.06,0.4725,0.008333,0.008333,0.008333,0.1065,1.165501,0.186,0.008333,0.4845,0.008333,0.0585,24.391072,423.28872
2005-06-20T06:00:00.000000,0.008333,0.3645,0.12,0.0855,0.084,0.051,0.117,0.246,0.354,0.3285,0.008333,0.0345,1.233001,0.129,0.5115,0.3375,1.357501,0.811501,0.008333,0.6,0.008333,0.108,0.868501,0.008333,0.1425,0.399,0.0495,0.0555,0.5565,0.008333,0.008333,0.0345,0.1965,1.333501,0.2055,0.0405,0.927001,0.008333,0.0885,15.48715,437.9374
2005-06-22T03:00:00.000000,0.4995,0.964501,0.315,0.288,0.171,0.111,0.3285,0.7245,0.606,0.925501,0.027,0.108,5.097003,0.3615,0.873001,1.177501,2.692502,0.213,0.008333,1.303501,0.008333,0.507,1.722001,0.1065,0.339,2.239501,0.1155,0.2085,1.363501,0.078,0.096,0.1545,0.459,3.016502,0.4005,0.1005,2.419502,0.008333,0.2085,30.202612,1050.2414
2005-06-22T06:00:00.000000,0.3885,1.207501,0.3885,0.3435,0.162,0.096,0.297,1.078501,0.756,0.7755,0.06,0.1485,3.364502,0.303,3.909002,2.887502,3.049502,1.056001,0.008333,0.943501,0.129,0.297,1.923001,0.174,0.2595,2.292001,0.1605,0.1965,1.582501,0.072,0.0945,0.165,0.3405,4.405503,3.283502,0.1125,1.908001,0.1455,0.3015,27.584518,1262.2168
2005-06-23T03:00:00.000000,0.008333,0.1485,0.051,0.1065,0.0375,0.048,0.0675,0.6765,0.1935,0.294,0.008333,0.036,2.464502,0.12,1.135501,0.549,1.234501,0.114,0.0375,0.27,0.008333,0.0375,0.708,0.1125,0.0945,5.755504,0.0465,0.066,0.42,0.008333,0.008333,0.008333,0.174,1.581001,0.2325,0.093,0.531,0.0375,0.042,118.687088,1416.697
2005-06-24T03:00:00.000000,0.008333,0.702,0.237,0.1785,0.1125,0.072,0.1785,0.393,0.489,0.57,0.008333,0.0735,1.945501,0.2715,0.7785,0.6585,1.774501,0.213,0.018,0.918001,0.008333,0.222,1.152001,0.12,0.21,0.861001,0.0825,0.099,0.867001,0.0585,0.06,0.0735,0.315,1.446001,0.438,0.0435,1.609501,0.008333,0.132,74.572564,1059.9408
2005-06-24T06:00:00.000000,0.008333,1.083001,0.4065,0.372,0.156,0.0945,0.2505,0.871501,0.6135,0.792,0.054,0.1095,2.398502,0.309,2.847002,5.449503,3.405002,0.771,0.008333,0.981001,0.0735,0.2085,1.986001,0.0975,0.258,2.638502,0.105,0.144,1.314001,0.0435,0.072,0.0975,0.4815,4.506003,3.286502,0.0765,1.726501,0.0855,0.1875,17.647345,1163.9394
2005-06-25T03:00:00.000000,0.008333,0.4215,0.147,0.126,0.0795,0.0465,0.129,0.4065,0.348,0.435,0.008333,0.057,1.864501,0.1485,0.549,0.588,1.452001,0.138,0.008333,0.597,0.008333,0.1455,1.005001,0.054,0.1695,1.948501,0.048,0.0855,0.7485,0.0345,0.0615,0.0465,0.186,1.641001,0.2205,0.06,1.159501,0.008333,0.087,36.557868,698.8032
2005-06-25T06:00:00.000000,0.008333,0.426,0.135,0.102,0.072,0.0435,0.117,0.2385,0.417,0.4095,0.008333,0.0345,1.380001,0.138,0.5715,0.3615,0.969001,0.801001,0.008333,0.504,0.008333,0.096,0.6375,0.0525,0.1035,0.2925,0.0435,0.063,0.4965,0.0435,0.0345,0.069,0.1815,1.074001,0.243,0.008333,0.984001,0.008333,0.0555,22.788177,480.8256
2005-06-26T03:00:00.000000,0.2505,0.895501,0.21,0.3915,0.135,0.0795,0.2205,2.284501,0.2655,0.543,0.0705,0.3045,2.422502,0.141,7.423505,2.290501,2.868002,0.1245,0.039,0.5145,0.024,0.2175,2.544002,0.1245,0.243,5.712004,0.117,0.1335,2.467502,0.0375,0.036,0.036,0.165,2.994002,2.574002,0.1965,1.017001,0.0825,0.4545,89.497165,1799.978
