date,124-trimethylbenzene,224-trimethylpentane,234-trimethylpentane,23-dimethylbutane,23-dimethylpentane,2-methylheptane,3-methylhexane,3-methylpentane,acetylene,benzene,cis-2-butene,cis-2-pentene,ethane,ethylbenzene,ethylene,isobutane,isopentane,isoprene,isopropylbenzene,m_p_xylene,m-diethylbenzene,m-ethyltoluene,n-butane,n-decane,n-heptane,n-hexane,n-nonane,n-octane,n-pentane,n-propylbenzene,n-undecane,o-ethyltoluene,o-xylene,propane,propylene,styrene,toluene,trans-2-butene,trans-2-pentene,unidentified,tnmoc
2005-06-18T03:00:00.000000,0.830001,3.050002,1.150001,0.810001,0.37,0.16,0.63,3.820002,0.950001,1.890001,0.005,0.42,8.930006,0.64,3.430002,3.270002,11.090007,0.69,0.005,1.800001,0.005,0.52,6.880004,0.31,0.860001,9.950006,0.36,0.32,4.710003,0.005,0.24,0.17,0.73,8.650005,1.890001,0.820001,4.100003,0.005,0.7,33.431467,118.59652
2005-06-18T06:00:00.000000,0.55,1.130001,0.41,0.45,0.005,0.005,0.52,1.970001,1.190001,1.250001,0.005,0.25,6.740004,0.49,2.280001,2.060001,4.040003,2.010001,0.005,1.390001,0.005,0.59,3.420002,0.005,0.39,1.820001,0.005,0.21,3.150002,0.005,0.005,0.005,0.49,6.750004,1.780001,0.73,2.810002,0.005,0.21,28.650049,77.78508
2005-06-19T03:00:00.000000,0.005,1.810001,0.62,0.6,0.35,0.24,0.61,1.220001,1.420001,1.630001,0.005,0.005,7.920005,0.61,2.230001,2.160001,7.570005,2.630002,0.005,1.770001,0.005,0.41,5.190003,0.48,0.76,1.480001,0.21,0.47,3.600002,0.005,0.005,0.23,1.210001,7.210005,1.060001,0.005,3.750002,0.005,0.34,70.683063,130.5181
2005-06-20T03:00:00.000000,0.005,1.460001,0.5,1.180001,0.27,0.32,0.62,1.260001,1.520001,1.340001,0.005,0.005,7.670005,0.55,2.160001,2.200001,5.920004,3.900002,0.005,1.760001,0.005,0.32,4.530003,0.005,0.7,1.910001,0.005,0.4,3.150002,0.005,0.005,0.005,0.71,7.770005,1.240001,0.005,3.230002,0.005,0.39,48.782144,105.82218
2005-06-20T06:00:00.000000,0.005,2.430002,0.800001,0.57,0.56,0.34,0.78,1.640001,2.360001,2.190001,0.005,0.23,8.220005,0.860001,3.410002,2.250001,9.050006,5.410003,0.005,4.000003,0.005,0.72,5.790004,0.005,0.950001,2.660002,0.33,0.37,3.710002,0.005,0.005,0.23,1.310001,8.890006,1.370001,0.27,6.180004,0.005,0.59,30.974301,109.48435
2005-06-22T03:00:00.000000,3.330002,6.430004,2.100001,1.920001,1.140001,0.74,2.190001,4.830003,4.040003,6.170004,0.18,0.72,33.980021,2.410002,5.820004,7.850005,17.950011,1.420001,0.005,8.690005,0.005,3.380002,11.480007,0.71,2.260001,14.930009,0.77,1.390001,9.090006,0.52,0.64,1.030001,3.060002,20.110013,2.670002,0.67,16.13001,0.005,1.390001,60.405223,262.56035
2005-06-22T06:00:00.000000,2.590002,8.050005,2.590002,2.290001,1.080001,0.64,1.980001,7.190005,5.040003,5.170003,0.4,0.990001,22.430014,2.020001,26.060016,19.250012,20.330013,7.040004,0.005,6.290004,0.860001,1.980001,12.820008,1.160001,1.730001,15.28001,1.070001,1.310001,10.550007,0.48,0.63,1.100001,2.270001,29.370018,21.890014,0.75,12.720008,0.970001,2.010001,55.169037,315.5542
2005-06-23T03:00:00.000000,0.005,0.990001,0.34,0.71,0.25,0.32,0.45,4.510003,1.290001,1.960001,0.005,0.24,16.43001,0.800001,7.570005,3.660002,8.230005,0.76,0.25,1.800001,0.005,0.25,4.720003,0.75,0.63,38.370024,0.31,0.44,2.800002,0.005,0.005,0.005,1.160001,10.540007,1.550001,0.62,3.540002,0.25,0.28,237.374177,354.17425
2005-06-24T03:00:00.000000,0.005,4.680003,1.580001,1.190001,0.75,0.48,1.190001,2.620002,3.260002,3.800002,0.005,0.49,12.970008,1.810001,5.190003,4.390003,11.830007,1.420001,0.12,6.120004,0.005,1.480001,7.680005,0.800001,1.400001,5.740004,0.55,0.66,5.780004,0.39,0.4,0.49,2.100001,9.640006,2.920002,0.29,10.730007,0.005,0.880001,149.145128,264.9852
2005-06-24T06:00:00.000000,0.005,7.220005,2.710002,2.480002,1.040001,0.63,1.670001,5.810004,4.090003,5.280003,0.36,0.73,15.99001,2.060001,18.980012,36.330023,22.700014,5.140003,0.005,6.540004,0.49,1.390001,13.240008,0.65,1.720001,17.590011,0.7,0.960001,8.760005,0.29,0.48,0.65,3.210002,30.040019,21.910014,0.51,11.510007,0.57,1.250001,35.29469,290.98485
