Date,Component,Concentration,Uncertainty,Uncertainty_Ratio
2001-06-22T05:00:00Z,EC,0.584,2.16,3.698630136986302
2001-06-22T05:00:00Z,Mass,12.3,147.6,11.999999999999998
2001-06-22T06:00:00Z,Cd,3.8e-4,5.19e-4,1.3657894736842104
2001-06-22T06:00:00Z,Cu,0.00265,6.57e-4,0.2479245283018868
2001-06-22T06:00:00Z,Fe,0.0273,0.00573,0.20989010989010987
2001-06-22T06:00:00Z,Mn,0.00183,1.97e-4,0.1076502732240437
2001-06-22T06:00:00Z,Ni,2.8e-4,7.9e-4,2.8214285714285716
2001-06-22T06:00:00Z,Pb,0.00943,7.33e-4,0.07773064687168611
2001-06-22T06:00:00Z,Se,5.9e-4,0.001521,2.577966101694915
2001-06-22T06:00:00Z,Zn,0.0187,0.00352,0.18823529411764706
2001-06-22T06:00:00Z,SO4,2.88,11.5,3.993055555555556
2001-06-22T06:00:00Z,NO3,1.31,5.31,4.0534351145038165
2001-06-22T06:00:00Z,OC,3.25,13,4
2001-06-22T06:00:00Z,EC,0.584,2.16,3.698630136986302
2001-06-22T06:00:00Z,Mass,11.2,134.4,12.000000000000002
2001-06-22T07:00:00Z,Cd,2.3e-4,9.69e-4,4.21304347826087
2001-06-22T07:00:00Z,Cu,0.00175,5.77e-4,0.32971428571428574
2001-06-22T07:00:00Z,Fe,0.0193,0.00477,0.2471502590673575
2001-06-22T07:00:00Z,Mn,0.00126,2.07e-4,0.16428571428571426
2001-06-22T07:00:00Z,Ni,6.2e-4,7.7e-4,1.2419354838709677
2001-06-22T07:00:00Z,Pb,0.00636,6.83e-4,0.10738993710691824
2001-06-22T07:00:00Z,Se,6e-5,0.001461,24.35
2001-06-22T07:00:00Z,Zn,0.011,0.00316,0.2872727272727273
2001-06-22T07:00:00Z,SO4,3.65,0.365,0.1
2001-06-22T07:00:00Z,NO3,1.31,5.31,4.0534351145038165
2001-06-22T07:00:00Z,OC,3.25,13,4
2001-06-22T07:00:00Z,EC,0.584,2.16,3.698630136986302
2001-06-22T07:00:00Z,Mass,10.2,122.4,12.000000000000002
2001-06-22T08:00:00Z,Cd,4.1e-4,5.49e-4,1.3390243902439025
2001-06-22T08:00:00Z,Cu,0.00181,6.07e-4,0.33535911602209945
2001-06-22T08:00:00Z,Fe,0.0233,0.00528,0.22660944206008582
2001-06-22T08:00:00Z,Mn,0.00107,1.87e-4,0.1747663551401869
2001-06-22T08:00:00Z,Ni,3.1e-4,7.7e-4,2.4838709677419355
2001-06-22T08:00:00Z,Pb,0.00553,6.03e-4,0.10904159132007234
2001-06-22T08:00:00Z,Se,2.3e-4,0.002061,8.96086956521739
2001-06-22T08:00:00Z,Zn,0.0151,0.00335,0.22185430463576158
2001-06-22T08:00:00Z,SO4,3.12,0.313,0.10032051282051281
2001-06-22T08:00:00Z,NO3,1.31,5.31,4.0534351145038165
2001-06-22T08:00:00Z,OC,3.25,13,4
2001-06-22T08:00:00Z,EC,0.584,2.16,3.698630136986302
2001-06-22T08:00:00Z,Mass,12.3,147.6,11.999999999999998
2001-06-22T11:00:00Z,Cd,1.8e-4,4.29e-4,2.3833333333333333
2001-06-22T11:00:00Z,Cu,0.0025,5.87e-4,0.23479999999999998
2001-06-22T11:00:00Z,Fe,0.0194,0.0045,0.23195876288659792
2001-06-22T11:00:00Z,Mn,9.7e-4,1.57e-4,0.16185567010309276
2001-06-22T11:00:00Z,Ni,2.1e-4,6.9e-4,3.2857142857142856
2001-06-22T11:00:00Z,Pb,0.00523,5.83e-4,0.11147227533460802
2001-06-22T11:00:00Z,Se,4.2e-4,0.001011,2.407142857142857
2001-06-22T11:00:00Z,Zn,0.0138,0.00329,0.23840579710144927
2001-06-22T11:00:00Z,SO4,4.3,0.431,0.10023255813953488
2001-06-22T11:00:00Z,NO3,1.31,5.31,4.0534351145038165
2001-06-22T11:00:00Z,OC,3.25,13,4
2001-06-22T11:00:00Z,EC,0.584,2.16,3.698630136986302
2001-06-22T11:00:00Z,Mass,12.8,153.6,11.999999999999998
2001-06-22T12:00:00Z,Cd,4.2e-4,4.59e-4,1.0928571428571427
2001-06-22T12:00:00Z,Cu,0.00143,5.67e-4,0.3965034965034965
2001-06-22T12:00:00Z,Fe,0.0221,0.00483,0.21855203619909502
2001-06-22T12:00:00Z,Mn,0.00112,1.77e-4,0.15803571428571428
2001-06-22T12:00:00Z,Ni,2.4e-4,7.2e-4,3
2001-06-22T12:00:00Z,Pb,0.00739,7.13e-4,0.09648173207036535
2001-06-22T12:00:00Z,Se,3.5e-4,0.001041,2.9742857142857146
2001-06-22T12:00:00Z,Zn,0.0092,0.00306,0.3326086956521739
2001-06-22T12:00:00Z,SO4,5.29,0.53,0.1001890359168242
2001-06-22T12:00:00Z,NO3,1.31,5.31,4.0534351145038165
2001-06-22T12:00:00Z,OC,3.25,13,4
2001-06-22T12:00:00Z,EC,0.584,2.16,3.698630136986302
2001-06-22T12:00:00Z,Mass,16.1,193.2,11.999999999999998
2001-06-22T13:00:00Z,Cd,3.2e-4,4.59e-4,1.434375
2001-06-22T13:00:00Z,Cu,0.00139,5.67e-4,0.40791366906474824
2001-06-22T13:00:00Z,Fe,0.0214,0.0048,0.22429906542056074
2001-06-22T13:00:00Z,Mn,0.00103,1.77e-4,0.17184466019417474
2001-06-22T13:00:00Z,Ni,2.9e-4,7.4e-4,2.5517241379310343
2001-06-22T13:00:00Z,Pb,0.00831,6.93e-4,0.08339350180505416
2001-06-22T13:00:00Z,Se,2e-5,0.001101,55.05
2001-06-22T13:00:00Z,Zn,0.0141,0.0033,0.23404255319148937
2001-06-22T13:00:00Z,SO4,5.8,0.58,0.09999999999999999
2001-06-22T13:00:00Z,NO3,1.31,5.31,4.0534351145038165
2001-06-22T13:00:00Z,OC,3.25,13,4
2001-06-22T13:00:00Z,EC,0.584,2.16,3.698630136986302
2001-06-22T13:00:00Z,Mass,15.3,183.6,11.999999999999998
2001-06-22T14:00:00Z,Cd,1.2e-4,0.001029,8.575
2001-06-22T14:00:00Z,Cu,5.35e-4,8.92e-4,1.6672897196261682
2001-06-22T14:00:00Z,Fe,0.0235,0.00504,0.214468085106383
2001-06-22T14:00:00Z,Mn,9.8e-4,2.37e-4,0.24183673469387754
2001-06-22T14:00:00Z,Ni,0,1.5e-4,Inf
2001-06-22T14:00:00Z,Pb,0.00468,5.53e-4,0.11816239316239316
2001-06-22T14:00:00Z,Se,3.6e-4,0.001461,4.058333333333334
2001-06-22T14:00:00Z,Zn,0.0127,0.00323,0.2543307086614173
2001-06-22T14:00:00Z,SO4,5.6,0.56,0.10000000000000002
2001-06-22T14:00:00Z,NO3,1.31,5.31,4.0534351145038165
2001-06-22T14:00:00Z,OC,3.25,13,4
2001-06-22T14:00:00Z,EC,0.584,2.16,3.698630136986302
2001-06-22T14:00:00Z,Mass,14.3,171.6,11.999999999999998
2001-06-22T15:00:00Z,Cd,2.6e-4,3.99e-4,1.5346153846153847
2001-06-22T15:00:00Z,Cu,0.00125,5.47e-4,0.43759999999999993
2001-06-22T15:00:00Z,Fe,0.0267,0.00549,0.20561797752808988
2001-06-22T15:00:00Z,Mn,0.0013,1.67e-4,0.12846153846153846
2001-06-22T15:00:00Z,Ni,3.3e-4,6.8e-4,2.0606060606060606
2001-06-22T15:00:00Z,Pb,0.00307,4.83e-4,0.15732899022801303
2001-06-22T15:00:00Z,Se,2.3e-4,0.001161,5.047826086956522
2001-06-22T15:00:00Z,Zn,0.0166,0.00341,0.20542168674698794
2001-06-22T15:00:00Z,SO4,5.16,0.516,0.1
2001-06-22T15:00:00Z,NO3,1.31,5.31,4.0534351145038165
2001-06-22T15:00:00Z,OC,3.25,13,4
2001-06-22T15:00:00Z,EC,0.584,2.16,3.698630136986302
2001-06-22T15:00:00Z,Mass,14.4,172.8,12
2001-06-22T16:00:00Z,Cd,3.3e-4,6.39e-4,1.9363636363636365
2001-06-22T16:00:00Z,Cu,0.00131,5.67e-4,0.43282442748091604
2001-06-22T16:00:00Z,Fe,0.0106,0.00339,0.31981132075471697
2001-06-22T16:00:00Z,Mn,0.00112,1.87e-4,0.16696428571428573
2001-06-22T16:00:00Z,Ni,8.8e-4,7.3e-4,0.8295454545454545
2001-06-22T16:00:00Z,Pb,0.00228,4.53e-4,0.1986842105263158
2001-06-22T16:00:00Z,Se,5e-5,0.001191,23.82
2001-06-22T16:00:00Z,Zn,0.0171,0.00349,0.204093567251462
2001-06-22T16:00:00Z,SO4,3.98,0.398,0.1
2001-06-22T16:00:00Z,NO3,1.31,5.31,4.0534351145038165
2001-06-22T16:00:00Z,OC,2.63,0.647,0.24600760456273765
2001-06-22T16:00:00Z,EC,0.25,0.417,1.668
2001-06-22T16:00:00Z,Mass,14.3,171.6,11.999999999999998
2001-06-22T17:00:00Z,Cd,4.6e-4,4.89e-4,1.0630434782608695
2001-06-22T17:00:00Z,Cu,0.00116,5.67e-4,0.48879310344827587
2001-06-22T17:00:00Z,Fe,0.0228,0.00798,0.35
2001-06-22T17:00:00Z,Mn,0.00189,2.17e-4,0.11481481481481481
2001-06-22T17:00:00Z,Ni,5.4e-4,8.3e-4,1.537037037037037
2001-06-22T17:00:00Z,Pb,0.00239,6.33e-4,0.26485355648535563
2001-06-22T17:00:00Z,Se,3.5e-4,0.001401,4.002857142857143
2001-06-22T17:00:00Z,Zn,0.0096,0.00308,0.32083333333333336
2001-06-22T17:00:00Z,SO4,3.46,0.346,0.09999999999999999
2001-06-22T17:00:00Z,NO3,1.31,5.31,4.0534351145038165
2001-06-22T17:00:00Z,OC,5.36,0.877,0.16361940298507463
2001-06-22T17:00:00Z,EC,0.78,0.607,0.7782051282051281
2001-06-22T17:00:00Z,Mass,17.6,211.2,11.999999999999998
2001-06-22T18:00:00Z,Cd,5e-4,6.69e-4,1.338
2001-06-22T18:00:00Z,Cu,0.00177,6.67e-4,0.3768361581920904
2001-06-22T18:00:00Z,Fe,0.0212,0.00516,0.2433962264150943
2001-06-22T18:00:00Z,Mn,0.00208,2.37e-4,0.11394230769230769
2001-06-22T18:00:00Z,Ni,5.2e-4,9.1e-4,1.7500000000000002
2001-06-22T18:00:00Z,Pb,0.00228,0.00106,0.4649122807017544
2001-06-22T18:00:00Z,Se,5e-4,0.001401,2.8019999999999996
2001-06-22T18:00:00Z,Zn,0.0155,0.00337,0.2174193548387097
2001-06-22T18:00:00Z,SO4,3.85,0.385,0.1
2001-06-22T18:00:00Z,NO3,1.31,5.31,4.0534351145038165
2001-06-22T18:00:00Z,OC,6.12,0.827,0.13513071895424836
2001-06-22T18:00:00Z,EC,0.25,0.417,1.668
2001-06-22T18:00:00Z,Mass,20.8,249.6,12
2001-06-22T19:00:00Z,Cd,3.9e-4,0.001239,3.176923076923077
2001-06-22T19:00:00Z,Cu,0.00245,6.47e-4,0.2640816326530612
2001-06-22T19:00:00Z,Fe,0.0361,0.00729,0.20193905817174515
2001-06-22T19:00:00Z,Mn,0.00187,2.67e-4,0.14278074866310161
2001-06-22T19:00:00Z,Ni,2.3e-4,9.5e-4,4.130434782608695
2001-06-22T19:00:00Z,Pb,0.00622,7.73e-4,0.12427652733118971
2001-06-22T19:00:00Z,Se,0.00105,0.002331,2.22
2001-06-22T19:00:00Z,Zn,0.0145,0.00333,0.2296551724137931
2001-06-22T19:00:00Z,SO4,4.88,0.489,0.10020491803278689
2001-06-22T19:00:00Z,NO3,1.31,5.31,4.0534351145038165
2001-06-22T19:00:00Z,OC,7.29,0.967,0.1326474622770919
2001-06-22T19:00:00Z,EC,0.92,0.607,0.6597826086956521
2001-06-22T19:00:00Z,Mass,23.7,284.4,12
2001-06-22T20:00:00Z,Cd,4.6e-4,6.09e-4,1.3239130434782607
2001-06-22T20:00:00Z,Cu,0.00813,9.07e-4,0.11156211562115621
2001-06-22T20:00:00Z,Fe,0.0314,0.00867,0.2761146496815287
2001-06-22T20:00:00Z,Mn,0.00269,2.67e-4,0.09925650557620817
2001-06-22T20:00:00Z,Ni,2.4e-4,0.00106,4.416666666666666
2001-06-22T20:00:00Z,Pb,0.0027,6.43e-4,0.23814814814814814
2001-06-22T20:00:00Z,Se,7.3e-4,0.001431,1.9602739726027398
2001-06-22T20:00:00Z,Zn,0.0314,0.0042,0.1337579617834395
2001-06-22T20:00:00Z,SO4,5.4,0.541,0.10018518518518518
2001-06-22T20:00:00Z,NO3,1.31,5.31,4.0534351145038165
2001-06-22T20:00:00Z,OC,6.42,0.837,0.13037383177570094
2001-06-22T20:00:00Z,EC,0.74,0.547,0.7391891891891893
2001-06-22T20:00:00Z,Mass,22.7,272.4,12
2001-06-22T21:00:00Z,Cd,3.3e-4,7.59e-4,2.3000000000000003
2001-06-22T21:00:00Z,Cu,0.00221,6.57e-4,0.29728506787330317
2001-06-22T21:00:00Z,Fe,0.0285,0.00654,0.2294736842105263
2001-06-22T21:00:00Z,Mn,0.00175,2.47e-4,0.14114285714285713
2001-06-22T21:00:00Z,Ni,4.5e-4,0.0011,2.4444444444444446
2001-06-22T21:00:00Z,Pb,0.00182,6.23e-4,0.3423076923076923
2001-06-22T21:00:00Z,Se,7.2e-4,0.001791,2.4875
2001-06-22T21:00:00Z,Zn,0.0154,0.00343,0.22272727272727272
2001-06-22T21:00:00Z,SO4,4.9,0.491,0.10020408163265306
2001-06-22T21:00:00Z,NO3,1.31,5.31,4.0534351145038165
2001-06-22T21:00:00Z,OC,5.91,0.897,0.1517766497461929
2001-06-22T21:00:00Z,EC,0.88,0.607,0.6897727272727272
2001-06-22T21:00:00Z,Mass,21.9,262.8,12.000000000000002
2001-06-22T22:00:00Z,Cd,5.3e-4,8.49e-4,1.6018867924528304
2001-06-22T22:00:00Z,Cu,0.00136,5.97e-4,0.43897058823529406
2001-06-22T22:00:00Z,Fe,0.0256,0.00582,0.22734374999999998
2001-06-22T22:00:00Z,Mn,0.0015,2.07e-4,0.13799999999999998
2001-06-22T22:00:00Z,Ni,9.6e-4,9.4e-4,0.9791666666666666
2001-06-22T22:00:00Z,Pb,0.00132,8.23e-4,0.6234848484848484
2001-06-22T22:00:00Z,Se,9e-4,0.001311,1.4566666666666668
2001-06-22T22:00:00Z,Zn,0.0277,0.004,0.1444043321299639
2001-06-22T22:00:00Z,SO4,4.16,0.417,0.1002403846153846
2001-06-22T22:00:00Z,NO3,1.31,5.31,4.0534351145038165
2001-06-22T22:00:00Z,OC,10.2,1.03,0.10098039215686276
2001-06-22T22:00:00Z,EC,0.25,0.417,1.668
2001-06-22T22:00:00Z,Mass,33.1,396,11.963746223564954
