city,date,y,fitted,residual
Baton Rouge,2005-06-01,5.12285,4.913794079838442,0.2090559201615577
Baton Rouge,2005-06-02,5.611469,5.680582164165201,-0.06911316416520151
Baton Rouge,2005-06-02,5.245304,5.481057471970326,-0.23575347197032545
Baton Rouge,2005-06-03,5.647686,5.6985281174344715,-0.05084211743447138
Baton Rouge,2005-06-04,5.017108,5.106306374953623,-0.08919837495362211
Baton Rouge,2005-06-04,5.013632,4.811496153418074,0.20213584658192638
Baton Rouge,2005-06-05,5.103046,5.026381218629285,0.07666478137071499
Baton Rouge,2005-06-05,4.808233,4.793643223606181,0.014589776393819209
Baton Rouge,2005-06-06,5.007439,4.927421795932673,0.08001720406732649
Baton Rouge,2005-06-06,4.580661,4.786147874717327,-0.2054868747173266
Baton Rouge,2005-06-07,5.522128,5.223398315991658,0.2987296840083419
Baton Rouge,2005-06-07,5.150664,5.078914194741601,0.07174980525839919
Baton Rouge,2005-06-08,5.524139,5.549169161522933,-0.025030161522932734
Baton Rouge,2005-06-08,5.436915,5.45661553114757,-0.019700531147569367
Baton Rouge,2005-06-09,4.983833,5.135684921476857,-0.15185192147685753
Baton Rouge,2005-06-10,4.477337,4.406975909111441,0.07036109088855907
Baton Rouge,2005-06-10,4.174387,4.2393444028533604,-0.06495740285336005
Baton Rouge,2005-06-11,4.690667,4.9066725986961455,-0.21600559869614494
Baton Rouge,2005-06-12,6.084499,5.5858699940451695,0.498629005954831
Baton Rouge,2005-06-12,4.7184990000000004,4.8069251690240415,-0.08842616902404074
Baton Rouge,2005-06-13,5.049856,4.938702630094989,0.11115336990501151
Baton Rouge,2005-06-13,5.056246,5.053221271919709,0.003024728080290813
Baton Rouge,2005-06-18,4.784124,4.902569510052619,-0.11844551005261933
Baton Rouge,2005-06-18,4.366724,4.470022108343678,-0.1032981083436786
Baton Rouge,2005-06-19,4.879144,4.682406117381424,0.19673788261857658
Baton Rouge,2005-06-20,4.671166,4.631463728459552,0.03970227154044782
Baton Rouge,2005-06-20,4.704874,4.831793873512654,-0.12691987351265396
Baton Rouge,2005-06-22,5.574282,5.676103165917448,-0.10182116591744776
Baton Rouge,2005-06-22,5.757494,5.87526992478997,-0.11777592478997032
Baton Rouge,2005-06-23,5.872609,4.88810446255399,0.9845045374460101
Baton Rouge,2005-06-24,5.583441,5.233924831704817,0.34951616829518245
Baton Rouge,2005-06-24,5.676702,5.746654593231538,-0.06995259323153853
Baton Rouge,2005-06-25,5.168783,5.03646598594377,0.13231701405623045
Baton Rouge,2005-06-25,4.797495,4.7954755529933415,0.00201944700665776
Baton Rouge,2005-06-26,6.111455,5.827799000127826,0.28365599987217377
Baton Rouge,2005-06-26,4.865121,4.761138735240984,0.10398226475901605
Baton Rouge,2005-06-27,5.787088,5.400123316333539,0.3869646836664609
Baton Rouge,2005-06-27,5.735896,5.593615281518482,0.14228071848151808
Baton Rouge,2005-06-28,5.785844,5.384791405108862,0.4010525948911378
Baton Rouge,2005-06-28,5.00639,4.61816278334467,0.38822721665532967
Baton Rouge,2005-06-29,5.747279,5.816177559050126,-0.06889855905012593
Baton Rouge,2005-06-29,5.018259,5.2075051412111595,-0.18924614121115965
Baton Rouge,2005-06-30,4.788188,5.006625521310634,-0.2184375213106343
Baton Rouge,2005-07-01,4.319834,4.584947359075332,-0.2651133590753318
Baton Rouge,2005-07-01,4.453827,4.606164257395192,-0.15233725739519152
Baton Rouge,2005-07-02,4.26066,4.418987128924379,-0.15832712892437978
Baton Rouge,2005-07-02,4.689197,4.729870417005676,-0.04067341700567593
Baton Rouge,2005-07-03,5.404837,5.279507737033403,0.12532926296659688
Baton Rouge,2005-07-04,5.059681,5.042851776506628,0.01682922349337303
Baton Rouge,2005-07-04,5.3352,5.004352448424273,0.3308475515757277
Baton Rouge,2005-07-05,4.910426,5.222912734817186,-0.3124867348171857
Baton Rouge,2005-07-05,5.105826,5.166599828547432,-0.06077382854743151
Baton Rouge,2005-07-07,3.86707,4.365694109035555,-0.498624109035555
Baton Rouge,2005-07-07,4.246268,4.590918356103182,-0.34465035610318195
Baton Rouge,2005-07-08,4.760245,4.69164349503479,0.06860150496521046
Baton Rouge,2005-07-08,5.236466,5.199136824151335,0.037329175848665234
Baton Rouge,2005-07-09,4.951589,4.868521705246816,0.08306729475318388
Baton Rouge,2005-07-09,4.647145,4.687834135198847,-0.04068913519884751
Baton Rouge,2005-07-10,4.463744,4.726493329544709,-0.2627493295447095
Baton Rouge,2005-07-10,4.624472,4.7946528631124945,-0.17018086311249417
Baton Rouge,2005-07-11,3.997149,4.286617232240941,-0.28946823224094054
Baton Rouge,2005-07-12,4.927016,5.037079912725091,-0.11006391272509124
Baton Rouge,2005-07-12,5.106881,4.916973465638082,0.18990753436191737
Baton Rouge,2005-07-13,4.724816,4.813602083331934,-0.0887860833319339
Baton Rouge,2005-07-15,4.634793,4.803757785169297,-0.16896478516929633
Baton Rouge,2005-07-15,4.560372,4.590334621435495,-0.029962621435495697
Baton Rouge,2005-07-16,4.306782,4.5321773473970515,-0.22539534739705117
Baton Rouge,2005-07-16,4.260764,4.449872827853059,-0.18910882785305896
Baton Rouge,2005-07-17,4.993814,5.02508262295491,-0.03126862295490967
Baton Rouge,2005-07-17,4.678991,4.842680570620929,-0.16368957062092918
Baton Rouge,2005-07-18,5.29771,5.259623939304389,0.038086060695611434
Baton Rouge,2005-07-18,5.253323,5.292806670214625,-0.0394836702146249
Baton Rouge,2005-07-19,4.833139,4.845070823528496,-0.011931823528495594
Baton Rouge,2005-07-19,4.575514,4.73972676948339,-0.1642127694833901
Baton Rouge,2005-07-20,4.688276,4.872661603080015,-0.184385603080015
Baton Rouge,2005-07-20,4.505222,4.6994720312380025,-0.19425003123800252
Baton Rouge,2005-07-21,6.098687,6.26617915270677,-0.16749215270676968
Baton Rouge,2005-07-21,5.652654,5.7088190410886765,-0.056165041088676544
Baton Rouge,2005-07-23,4.965589,4.907106022962856,0.058482977037143766
Baton Rouge,2005-07-23,5.045158,4.8180028701341016,0.22715512986589842
Baton Rouge,2005-07-24,6.056143,6.159667078980732,-0.1035240789807319
Baton Rouge,2005-07-25,5.870988,5.97424662404137,-0.10325862404136965
Baton Rouge,2005-07-25,6.564515,6.345144875719867,0.21937012428013355
Baton Rouge,2005-07-26,5.783799,5.816146006623213,-0.032347006623212576
Baton Rouge,2005-07-27,4.74499,4.878855946037184,-0.13386594603718496
Baton Rouge,2005-07-27,5.736491,5.726438291305709,0.010052708694290577
Baton Rouge,2005-07-28,4.496529,4.525445791547116,-0.028916791547116842
Baton Rouge,2005-07-29,5.326712,5.80507350428371,-0.47836150428371
Baton Rouge,2005-07-29,5.219266,5.2883081898184905,-0.0690421898184907
Baton Rouge,2005-07-30,5.816418,5.521275903804181,0.2951420961958191
Baton Rouge,2005-07-31,4.734077,4.679690165393437,0.05438683460656382
Baton Rouge,2005-07-31,4.593975,4.62034778859679,-0.02637278859678991
Baton Rouge,2005-08-01,4.932354,4.969152043892649,-0.03679804389264865
Baton Rouge,2005-08-01,5.172285,5.093376518983007,0.07890848101699233
Baton Rouge,2005-08-02,4.832228,4.927256806322743,-0.09502880632274255
Baton Rouge,2005-08-02,5.200316,5.407296177161964,-0.20698017716196376
Baton Rouge,2005-08-03,4.932733,4.743384556368467,0.18934844363153294
Baton Rouge,2005-08-03,4.753554,4.814009582018947,-0.060455582018946984
Baton Rouge,2005-08-04,4.720166,4.7946936274430705,-0.07452762744307034
Baton Rouge,2005-08-04,4.720803,4.806739766006979,-0.0859367660069787
Baton Rouge,2005-08-05,4.700156,4.5451934908950395,0.15496250910495993
Baton Rouge,2005-08-05,4.233265,4.458811738035305,-0.2255467380353043
Baton Rouge,2005-08-06,4.61682,4.647598118453134,-0.030778118453134537
Baton Rouge,2005-08-07,5.371433,5.4034793090594295,-0.032046309059430074
Baton Rouge,2005-08-08,6.313864,6.230408669297251,0.083455330702749
Baton Rouge,2005-08-10,5.859188,5.993238958871344,-0.13405095887134424
Baton Rouge,2005-08-12,6.344332,6.610487814041436,-0.26615581404143596
Baton Rouge,2005-08-12,6.194632,6.446337312959132,-0.2517053129591318
Baton Rouge,2005-08-13,5.58763,5.428391581024923,0.15923841897507698
Baton Rouge,2005-08-14,5.407172,5.3631293491037075,0.04404265089629243
Baton Rouge,2005-08-14,5.068904,4.997189458609466,0.07171454139053463
Baton Rouge,2005-08-15,5.129899,5.017064109103858,0.11283489089614211
Baton Rouge,2005-08-16,5.655344,5.901104971393198,-0.24576097139319766
Baton Rouge,2005-08-16,5.730681,5.782313703067605,-0.05163270306760532
Baton Rouge,2005-08-17,6.525714,6.525923319455483,-2.0931945548287832e-4
Baton Rouge,2005-08-18,4.489375,4.697554459007731,-0.20817945900773116
Baton Rouge,2005-08-19,5.19271,5.135551987419836,0.05715801258016427
Baton Rouge,2005-08-19,5.62311,5.55520162290161,0.06790837709838995
Baton Rouge,2005-08-21,4.383016,4.432680958567957,-0.049664958567957336
Baton Rouge,2005-08-22,4.688549,4.82358029078341,-0.13503129078341009
Baton Rouge,2005-08-22,6.148762,6.005967377300396,0.14279462269960352
Baton Rouge,2005-08-23,4.821098,4.737572961957275,0.08352503804272533
Baton Rouge,2005-08-23,5.832364,5.785881512986681,0.04648248701331892
Baton Rouge,2005-08-24,5.710485,5.690695459826292,0.01978954017370802
Baton Rouge,2005-08-24,6.078138,6.179224554075481,-0.10108655407548063
Baton Rouge,2005-08-25,4.956261,4.965299741941035,-0.009038741941035358
Baton Rouge,2005-08-25,5.011333,5.08048072136894,-0.06914772136894062
Baton Rouge,2005-08-26,5.094008,5.046605007129322,0.04740299287067817
Baton Rouge,2005-08-26,4.738327,4.841070504738012,-0.10274350473801193
Baton Rouge,2005-08-27,5.099221,4.961288725541774,0.1379322744582258
Baton Rouge,2005-08-27,4.704955,4.611367646535084,0.0935873534649159
Baton Rouge,2005-08-28,4.530867,4.515706816075713,0.015160183924287203
Baton Rouge,2005-08-28,4.47449,4.308276269780814,0.16621373021918642
Baton Rouge,2006-06-01,6.141596,6.487791623405824,-0.3461956234058247
Baton Rouge,2006-06-02,5.736314,5.6242601310402875,0.11205386895971221
Baton Rouge,2006-06-03,4.9547,4.761667582846953,0.19303241715304725
Baton Rouge,2006-06-04,4.885261,4.6918421892688915,0.19341881073110812
Baton Rouge,2006-06-04,4.669224,4.535100638679177,0.1341233613208225
Baton Rouge,2006-06-05,6.062342,5.902655218008988,0.15968678199101177
Baton Rouge,2006-06-05,4.912728,4.800694455378531,0.1120335446214691
Baton Rouge,2006-06-06,4.564348,4.6085840867941785,-0.0442360867941786
Baton Rouge,2006-06-06,4.69043,4.692740198912519,-0.0023101989125192523
Baton Rouge,2006-06-07,6.349139,6.371590358775768,-0.022451358775767136
Baton Rouge,2006-06-09,5.294661,4.988731587844105,0.30592941215589387
Baton Rouge,2006-06-09,4.891627,4.6940945921932125,0.19753240780678769
Baton Rouge,2006-06-10,5.187665,5.136387218820553,0.05127778117944708
Baton Rouge,2006-06-10,5.202715,5.093596006286113,0.10911899371388797
Baton Rouge,2006-06-11,4.829753,4.861235235861302,-0.03148223586130143
Baton Rouge,2006-06-11,5.166584,4.798434144957141,0.3681498550428594
Baton Rouge,2006-06-12,5.215289,5.18826897796251,0.0270200220374903
Baton Rouge,2006-06-14,5.251069,4.911776178262931,0.339292821737069
Baton Rouge,2006-06-14,4.608963,4.53881883868041,0.07014416131959025
Baton Rouge,2006-06-15,5.388889,5.312097334666061,0.076791665333939
Baton Rouge,2006-06-15,5.617044,5.2599861358889886,0.3570578641110109
Baton Rouge,2006-06-16,4.832545,4.9292000707983625,-0.09665507079836269
Baton Rouge,2006-06-16,5.264476,5.219266130087757,0.04520986991224304
Baton Rouge,2006-06-18,4.835686,4.873526367214212,-0.037840367214211766
Baton Rouge,2006-06-19,4.618876,4.901460092207559,-0.28258409220755853
Baton Rouge,2006-06-19,5.244257,5.165129716562305,0.0791272834376952
Baton Rouge,2006-06-20,4.473009,4.548244616107694,-0.0752356161076943
Baton Rouge,2006-06-20,4.560748,4.782307180449936,-0.2215591804499357
Baton Rouge,2006-06-21,4.932674,4.7988618453600465,0.1338121546399535
Baton Rouge,2006-06-21,4.767714,4.733433543498711,0.03428045650128873
Baton Rouge,2006-06-22,5.502217,5.4842692091149425,0.017947790885057453
Baton Rouge,2006-06-22,5.482491,5.449501220006907,0.032989779993093084
Baton Rouge,2006-06-25,6.078238,6.148803249373158,-0.07056524937315826
Baton Rouge,2006-06-25,5.234392,5.0685844203542585,0.1658075796457411
Baton Rouge,2006-06-26,6.085558,6.047891608121964,0.037666391878035756
Baton Rouge,2006-06-27,4.911588,4.768951699325382,0.1426363006746182
Baton Rouge,2006-06-28,4.555297,4.578718273502623,-0.023421273502622415
Baton Rouge,2006-06-28,4.660321,4.741129325812897,-0.08080832581289656
Baton Rouge,2006-06-29,5.263415,5.104205847734472,0.15920915226552793
Baton Rouge,2006-06-29,5.316526,5.157322190328261,0.15920380967173814
Baton Rouge,2006-06-30,6.424058,6.303376274396208,0.12068172560379163
Baton Rouge,2006-07-01,5.566147,5.259768654284386,0.3063783457156143
Baton Rouge,2006-07-02,5.115626,5.054484481162716,0.06114151883728326
Baton Rouge,2006-07-02,4.616407,4.689846486509919,-0.07343948650991905
Baton Rouge,2006-07-03,4.806436,4.834419735868541,-0.02798373586854081
Baton Rouge,2006-07-03,4.590158,4.8031342449940855,-0.21297624499408602
Baton Rouge,2006-07-04,5.431667,5.365139176884925,0.06652782311507552
Baton Rouge,2006-07-04,4.929172,4.932390187727529,-0.0032181877275290864
Baton Rouge,2006-07-05,4.945314,5.1305858313416985,-0.18527183134169845
Baton Rouge,2006-07-05,5.521741,5.476128677024486,0.0456123229755134
Baton Rouge,2006-07-06,6.158662,6.310845627350956,-0.15218362735095622
Baton Rouge,2006-07-06,6.139755,5.850916126642306,0.2888388733576938
Baton Rouge,2006-07-07,4.901081,4.806868672267133,0.09421232773286654
Baton Rouge,2006-07-07,5.194955,4.735083714531315,0.45987128546868455
Baton Rouge,2006-07-08,5.89828,5.7079934936794485,0.1902865063205516
Baton Rouge,2006-07-08,4.612444,4.682289538621548,-0.06984553862154831
Baton Rouge,2006-07-09,5.810886,5.59226131272044,0.21862468727955958
Baton Rouge,2006-07-09,4.828954,4.871881209476065,-0.04292720947606446
Baton Rouge,2006-07-10,5.472796,5.226879171632436,0.24591682836756443
Baton Rouge,2006-07-11,5.237479,5.302146755618219,-0.06466775561821855
Baton Rouge,2006-07-11,5.463599,5.215775934106265,0.24782306589373515
Baton Rouge,2006-07-12,5.415767,5.505542129739027,-0.08977512973902703
Baton Rouge,2006-07-12,5.537098,5.313540388638602,0.22355761136139807
Baton Rouge,2006-07-13,4.854449,4.9884079479519015,-0.13395894795190177
Baton Rouge,2006-07-13,5.461647,5.162611386814614,0.2990356131853863
Baton Rouge,2006-07-14,5.862309,5.960592601254225,-0.09828360125422576
Baton Rouge,2006-07-15,5.899815,6.163218566900603,-0.26340356690060346
Baton Rouge,2006-07-15,5.912787,6.057958017165439,-0.1451710171654394
Baton Rouge,2006-07-16,4.480344,4.548277035582782,-0.06793303558278213
Baton Rouge,2006-07-16,4.750525,4.82818855703115,-0.0776635570311506
Baton Rouge,2006-07-17,5.694069,5.5307751298176004,0.16329387018239924
Baton Rouge,2006-07-18,5.723585,5.494505951646887,0.22907904835311285
Baton Rouge,2006-07-19,4.357606,4.602863566813057,-0.2452575668130573
Baton Rouge,2006-07-20,5.023815,4.904996116604988,0.11881888339501245
Baton Rouge,2006-07-20,5.38516,5.569647807728055,-0.18448780772805537
Baton Rouge,2006-07-21,6.372722,5.732630945103653,0.6400910548963481
Baton Rouge,2006-07-22,4.837511,5.104843957582044,-0.2673329575820433
Baton Rouge,2006-07-23,5.395376,5.28760675359158,0.10776924640841988
Baton Rouge,2006-07-23,5.818732,5.908280941030202,-0.0895489410302022
Baton Rouge,2006-07-24,5.253608,5.312174661795263,-0.05856666179526337
Baton Rouge,2006-07-24,5.468398,5.054300967542556,0.4140970324574434
